dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source
CCBench,Qwen2-VL-7B_Biased_Test,2000034,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000035,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000044,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000051,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000061,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,1,0.0,2,tc_full_two_probe,0.0,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000067,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000076,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000103,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000123,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000125,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000128,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000137,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000138,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000139,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000143,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000149,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000152,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,1.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,center
CCBench,Qwen2-VL-7B_Biased_Test,2000157,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000158,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,1.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,center
CCBench,Qwen2-VL-7B_Biased_Test,2000165,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000170,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000175,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000176,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000186,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000193,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000195,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000200,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000209,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000214,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000218,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000221,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000224,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000225,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000226,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000244,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000253,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000285,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000314,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000315,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000316,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000321,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000324,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000325,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000329,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000340,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000346,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000350,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000354,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000355,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,0.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,center
CCBench,Qwen2-VL-7B_Biased_Test,2000356,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000362,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000364,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000365,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000367,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000369,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000376,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000377,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000392,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000393,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000394,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000412,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000436,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000456,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000462,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000474,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000478,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000484,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000485,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000495,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000497,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000503,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000508,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000510,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000511,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,2000517,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,2000538,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,2000542,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000009,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000034,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000035,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000040,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000051,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000057,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000067,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000076,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000077,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000123,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000128,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000137,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000138,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,1,0.0,2,tc_full_two_probe,0.0,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000143,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000145,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000149,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000157,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000165,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000170,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000175,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000176,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000181,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,1.0,5,1,2.0,2,tc_full_two_probe,1.0,option_shuffle,center
CCBench,Qwen2-VL-7B_Biased_Test,3000186,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000189,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000195,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000200,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000213,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000216,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000218,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000219,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000220,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000224,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000225,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000226,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000253,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000285,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000301,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,1.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000314,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000315,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000318,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000319,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000321,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,joint_center,1.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,center
CCBench,Qwen2-VL-7B_Biased_Test,3000324,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000329,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000340,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000350,vcf_only,MCQ,b5_joint_strong_os1,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,5,1,2.0,2,tc_full_two_probe,2.0,option_shuffle,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000355,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000356,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000362,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000365,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000377,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000394,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000412,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000456,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,1.0,5,1,0.0,2,tc_full_two_probe,2.0,none,strong
CCBench,Qwen2-VL-7B_Biased_Test,3000461,tcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000478,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000484,both,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,conservative_light_center,0.0,3,0,,,,,none,none
CCBench,Qwen2-VL-7B_Biased_Test,3000497,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,1.0,none,center
CCBench,Qwen2-VL-7B_Biased_Test,3000503,vcf_only,MCQ,b5_joint_center_os1,Joint-CenterMask-OptionShuffle1,vc_only_light_center,0.0,5,1,0.0,2,tc_full_two_probe,2.0,none,center
