dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source,vc_cascade_depth
CCBench,LLaVA-NeXT-8B_Biased_Test,311,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,313,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,314,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,315,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,319,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,321,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,325,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,329,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,340,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,343,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,346,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,354,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,356,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,360,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,362,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,364,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,365,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,368,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,370,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,377,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,378,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,379,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,384,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,387,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,392,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,393,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,397,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,406,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,417,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,422,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,429,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,437,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,438,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,451,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,1.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,452,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,458,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,466,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,1.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,467,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,1.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,470,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,473,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,475,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,481,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,495,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,496,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,506,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,2.0,1,tc_os1_low,2.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,508,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,511,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,515,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,516,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,517,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,518,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,521,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,1.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,528,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,531,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,532,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,533,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,535,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,536,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,538,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,540,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,541,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,1.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000004,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,1.0,4,1,0.0,1,tc_os1_low,1.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000013,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000017,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,2.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000018,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000020,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000022,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000034,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000035,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000039,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,1.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000040,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000041,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000045,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000048,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000050,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,2.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000054,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000056,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000057,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000060,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,1.0,none,gray,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000065,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,1.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000066,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000067,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000071,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000073,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000077,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000083,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000087,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,2.0,none,strong,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000088,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000096,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000097,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000103,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000107,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,1.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
CCBench,LLaVA-NeXT-8B_Biased_Test,1000112,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000113,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000123,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000124,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000128,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,1.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000129,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,5,1,0.0,1,tc_os1_low,2.0,none,center,3
CCBench,LLaVA-NeXT-8B_Biased_Test,1000135,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000142,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,1.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000144,vcf_only,MCQ,b5_tc_os1_direct,Text-OptionShuffle1,text,0.0,2,1,0.0,1,tc_os1_high,0.0,option_shuffle,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000145,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000147,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000149,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000150,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
CCBench,LLaVA-NeXT-8B_Biased_Test,1000162,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000163,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000164,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000175,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000176,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000178,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000183,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000185,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000186,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000188,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000189,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000193,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000198,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000200,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000201,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000204,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000210,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000211,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000213,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000214,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000223,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000224,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000225,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000226,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000228,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000229,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
CCBench,LLaVA-NeXT-8B_Biased_Test,1000230,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
