dataset,split_name,index,mode,route_mode,prediction,answer,hit,T_on,V_on,T_strength,V_strength,tc_pred,vc_pred,vc_envelope_pred,vc_sci_pred,support_size,labels_n,conflict,vc_source,vc_bridge_source,grec_soft_swcr,grec_hard_composition,grec_hard_argmax,operator_agree,joint_conflict,format,state,action,aggregation_status,stable_hit,mode_confidence
CCBench,Qwen2-VL-7B_Biased_Test,218,both,both,D,A,0.0,1,1,1.0,0.6854604635240732,D,B,B,B,2,4,1,gray,centermask,B,D,D,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,228,tcf_only,neither,A,A,1.0,0,0,0.0,0.0,A,A,A,B,4,4,1,gray,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,229,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.9330206612960504,D,C,D,D,4,4,0,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,233,both,both,C,B,0.0,1,1,1.0,0.31053745367634644,C,C,A,B,1,4,1,gray,centermask,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,253,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.5867583598522825,B,B,B,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,285,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.6992013765818875,C,B,C,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,293,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.6073758764809303,C,D,C,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,296,vcf_only,vcf_only,C,A,0.0,0,1,0.0,1.0,A,A,A,A,4,4,1,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,311,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.0804490198235038,B,B,B,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,314,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.6031980790770709,B,B,B,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,315,vcf_only,vcf_only,A,D,0.0,0,1,0.0,0.5750328366120068,B,B,B,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,316,vcf_only,neither,A,A,1.0,0,0,0.0,0.0,A,A,A,D,4,4,1,gray,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,318,tcf_only,tcf_only,C,C,1.0,1,0,0.45421448211933796,0.0,C,D,D,B,1,4,1,strongblur,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,321,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.19499759491063892,D,D,D,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,324,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.8643323424879665,C,C,C,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,329,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.3029205453512513,C,C,C,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,350,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.842615060764888,A,C,C,B,4,4,0,gray,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,362,vcf_only,both,C,B,0.0,1,1,0.023466386803134745,0.2408386927946854,C,C,C,C,1,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,365,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.981019007645881,A,A,A,A,4,4,1,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,367,vcf_only,vcf_only,A,B,0.0,0,1,0.0,1.0,A,A,A,A,4,4,0,strongblur,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,368,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.9391290385385986,D,D,D,D,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,392,both,both,C,C,1.0,1,1,1.0,0.38206497989232596,C,C,C,C,1,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,394,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.23932810106878358,A,A,A,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,412,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.934542286985687,A,D,D,A,4,4,0,strongblur,strongblur,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,418,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.38206497989232596,B,B,B,B,4,4,0,gray,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,449,tcf_only,tcf_only,A,A,1.0,1,0,0.5157261590042383,0.0,C,A,A,A,2,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,456,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.9998326460312584,A,A,A,A,4,4,0,strongblur,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,466,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.3739500808485211,C,C,C,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,467,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.3125716204045979,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,471,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.4637545631942334,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,474,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.0913009142592482,C,A,C,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,478,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.10392602377640432,D,D,D,D,4,4,0,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,484,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.32789626552794515,A,C,A,C,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,491,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.3123004979746717,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,493,vcf_only,vcf_only,A,D,0.0,0,1,0.0,0.36863149524795225,C,C,C,C,4,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,497,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.3073637523899352,C,C,C,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,503,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.01715454614495102,A,A,A,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,510,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.1008536744464321,C,D,C,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,515,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.21883860043005718,D,A,D,A,4,4,1,gray,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,527,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.2906272030018071,D,A,D,A,4,4,1,strongblur,strongblur,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,532,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.15787872233205544,C,C,A,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,533,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.20150155841108602,D,D,D,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,535,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.38206497989232596,B,B,B,A,4,4,1,strongblur,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,537,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.3238462953421747,D,D,D,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,538,vcf_only,neither,A,C,0.0,0,0,0.0,0.0,A,A,A,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,540,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.38206497989232596,D,C,D,C,4,4,1,gray,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,541,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.09633332369182884,A,A,A,C,4,4,1,gray,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,542,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.015583725295975816,A,A,A,C,4,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000009,vcf_only,both,B,A,0.0,1,1,0.45421448211933796,0.38206497989232596,B,C,C,C,1,4,1,centermask,centermask,C,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000034,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.612565088703744,B,B,B,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000035,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.5840787637406202,B,B,B,D,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000056,vcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,A,A,A,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000061,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.5199418975738235,D,C,C,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000103,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.31368659005189364,B,B,C,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000123,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.9094576639273707,B,B,B,B,4,4,1,strongblur,strongblur,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000125,vcf_only,vcf_only,C,C,1.0,0,1,0.0,1.0,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000128,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.55447866066083,C,C,C,B,4,4,1,gray,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000137,vcf_only,vcf_only,A,D,0.0,0,1,0.0,1.0,A,A,C,A,4,4,0,strongblur,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000138,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.8027736262938364,C,C,C,C,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000139,vcf_only,vcf_only,B,B,1.0,0,1,0.0,1.0,B,B,B,B,4,4,0,strongblur,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000142,tcf_only,tcf_only,D,D,1.0,1,0,0.4702442030050003,0.0,D,C,D,C,2,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000143,tcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,A,C,C,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000149,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.3866313462128015,C,C,C,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000175,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.7905683148348008,D,D,A,D,4,4,0,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000176,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.7874883558915147,D,D,D,D,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000178,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.42992967855635583,D,D,D,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000181,vcf_only,neither,D,B,0.0,0,0,0.0,0.0,D,D,D,D,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000186,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.9873991380609372,B,D,D,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000189,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.6863449299962413,A,D,D,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000193,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.4485207562986253,C,C,C,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000194,vcf_only,vcf_only,C,B,0.0,0,1,0.0,0.0700825041069192,C,C,C,C,4,4,0,centermask,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000195,vcf_only,both,C,B,0.0,1,1,0.0032581488350055107,0.7371805188477852,C,D,D,B,2,4,0,centermask,centermask,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000200,vcf_only,both,A,B,0.0,1,1,0.023429573709008323,0.3496993497432007,A,D,D,A,2,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000209,vcf_only,vcf_only,D,A,0.0,0,1,0.0,1.0,D,D,D,D,4,4,0,strongblur,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000214,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.8284645660959463,B,B,C,B,4,4,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000218,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.12400977582622402,C,C,C,C,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000220,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.49080592502683223,C,A,C,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000221,vcf_only,tcf_only,C,A,0.0,1,0,1.0,0.0,C,A,A,A,2,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000224,vcf_only,vcf_only,A,D,0.0,0,1,0.0,0.6589486452133,C,C,C,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000225,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.555026400830321,C,C,C,A,4,4,1,centermask,centermask,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000226,tcf_only,tcf_only,A,D,0.0,1,0,1.0,0.0,A,A,A,A,1,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000229,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.7644373427835465,D,D,D,A,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000244,tcf_only,tcf_only,A,A,1.0,1,0,0.5421349341813468,0.0,C,D,A,C,1,4,0,gray,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000248,tcf_only,tcf_only,B,B,1.0,1,0,1.0,0.0,B,A,A,A,1,4,0,gray,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000253,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.48219608557821036,C,C,C,C,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000285,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.7294005934356426,D,C,D,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000296,both,both,B,B,1.0,1,1,0.49194590864689725,1.0,B,B,B,B,1,4,0,centermask,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000311,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.15512166810658373,C,C,C,B,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000314,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.8406266492832931,C,C,C,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000315,vcf_only,vcf_only,B,A,0.0,0,1,0.0,0.8066180526091089,C,C,C,B,4,4,1,centermask,centermask,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000321,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.18094224029949646,A,A,A,A,4,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000323,vcf_only,both,A,A,1.0,1,1,0.05218663226748886,0.7769105278127082,A,C,C,A,3,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000324,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.25444804511814995,D,D,D,C,4,4,1,gray,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000327,tcf_only,both,C,A,0.0,1,1,0.02871031563935745,0.3725462741995001,C,A,A,D,1,4,1,gray,gray,A,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000329,vcf_only,both,D,A,0.0,1,1,0.016679301884725172,0.8660492380005329,D,D,D,D,4,4,0,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
CCBench,Qwen2-VL-7B_Biased_Test,1000331,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.9199991972711244,B,B,B,D,4,4,1,strongblur,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
