dataset,split_name,index,mode,route_mode,prediction,answer,hit,T_on,V_on,T_strength,V_strength,tc_pred,vc_pred,vc_envelope_pred,vc_sci_pred,support_size,labels_n,conflict,vc_source,vc_bridge_source,grec_soft_swcr,grec_hard_composition,grec_hard_argmax,operator_agree,joint_conflict,format,state,action,aggregation_status,stable_hit,mode_confidence
MMStar,LLaVA-NeXT-8B_Biased_Test,1011,vcf_only,vcf_only,D,B,0.0,0,1,0.0,1.0,C,C,C,C,4,4,1,strongblur,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1012,both,both,A,A,1.0,1,1,0.03811501341036405,1.0,A,D,C,D,2,4,1,strongblur,strongblur,D,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1013,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.738696207109567,C,B,B,C,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1016,both,both,D,B,0.0,1,1,0.0956184638846973,0.8523765503080747,D,C,C,C,2,4,0,gray,gray,D,D,D,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1017,tcf_only,tcf_only,A,C,0.0,1,0,0.0,0.0,A,A,A,D,1,4,1,centermask,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1018,vcf_only,vcf_only,D,C,0.0,0,1,0.0,1.0,A,B,B,A,4,4,1,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1019,vcf_only,vcf_only,A,C,0.0,0,1,0.0,1.0,A,A,A,A,4,4,0,strongblur,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1021,tcf_only,both,B,C,0.0,1,1,0.056498137180178265,0.7099710781449502,B,C,B,D,1,4,1,centermask,centermask,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1022,vcf_only,vcf_only,D,D,1.0,0,1,0.0,0.9757684443384577,C,A,D,D,4,4,1,centermask,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1023,tcf_only,tcf_only,C,D,0.0,1,0,1.0,0.0,C,A,A,D,1,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1024,both,both,B,C,0.0,1,1,0.0,0.3658579986521853,B,B,B,B,1,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1026,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.6255742792101204,C,C,C,C,4,4,0,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1027,tcf_only,both,C,D,0.0,1,1,0.05178586122449369,1.0,C,C,C,C,1,4,0,strongblur,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1028,vcf_only,vcf_only,A,B,0.0,0,1,0.0,1.0,A,C,C,A,4,4,0,centermask,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1029,both,both,A,D,0.0,1,1,0.0,0.9535699520551247,A,B,B,B,4,4,0,gray,gray,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1031,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.23672204624072013,D,D,D,D,4,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1032,tcf_only,tcf_only,A,B,0.0,1,0,0.0,0.0,A,A,A,A,1,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1033,vcf_only,vcf_only,D,D,1.0,0,1,0.0,1.0,D,D,B,A,4,4,0,strongblur,centermask,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1036,both,both,C,C,1.0,1,1,1.0,0.9742853133436894,C,A,A,B,1,4,1,centermask,gray,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1037,tcf_only,tcf_only,C,D,0.0,1,0,0.04970195670457178,0.0,C,C,A,C,1,4,0,centermask,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1039,tcf_only,both,D,D,1.0,1,1,0.0,0.3925091226124584,D,D,D,D,1,4,0,strongblur,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1041,both,both,A,C,0.0,1,1,0.08169008696331659,1.0,A,D,D,D,3,4,1,strongblur,gray,C,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1042,vcf_only,vcf_only,B,C,0.0,0,1,0.0,0.23958805527959018,D,D,D,D,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1043,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.7658771007921663,D,B,B,B,4,4,0,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1044,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.9385654131804011,C,B,B,B,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1049,both,both,A,D,0.0,1,1,1.0,0.9944468866003056,A,B,A,C,2,4,1,centermask,gray,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1051,both,both,B,A,0.0,1,1,0.006630722576439041,1.0,B,B,B,B,2,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1052,both,both,D,D,1.0,1,1,0.0,0.8889193897157553,A,A,A,A,2,4,1,gray,gray,D,D,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1053,tcf_only,tcf_only,C,A,0.0,1,0,0.08252161450842599,0.0,C,C,C,A,1,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1056,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.024238728495884026,C,C,C,A,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1057,both,both,B,A,0.0,1,1,0.002716145623803401,0.7955583281255455,B,B,B,D,1,4,1,gray,gray,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1058,tcf_only,tcf_only,B,D,0.0,1,0,0.00852558312445817,0.0,B,A,A,D,1,4,1,strongblur,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1059,both,both,A,C,0.0,1,1,0.0,0.841278975386135,A,B,B,D,1,4,1,centermask,centermask,B,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1061,both,both,B,D,0.0,1,1,0.09739687266247588,1.0,B,B,C,B,1,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1062,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.981885892284165,A,B,B,B,2,2,0,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1063,both,both,B,D,0.0,1,1,0.0015780058434118338,0.9568809116355684,B,B,B,D,1,4,1,centermask,centermask,C,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1066,both,both,B,A,0.0,1,1,0.0,1.0,B,B,B,B,1,4,1,strongblur,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1068,vcf_only,vcf_only,C,C,1.0,0,1,0.0,0.7781556061278088,B,B,B,B,4,4,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1069,both,both,B,C,0.0,1,1,0.031467153244032264,1.0,B,A,A,A,1,4,1,strongblur,gray,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1073,tcf_only,tcf_only,C,B,0.0,1,0,0.0,0.0,C,C,C,D,1,4,1,strongblur,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1077,vcf_only,vcf_only,B,D,0.0,0,1,0.0,0.8066112389906667,B,A,A,B,4,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1078,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.24537470336662795,B,B,B,C,3,3,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1081,both,both,A,B,0.0,1,1,0.0935944996108069,0.3925091226124584,A,D,A,A,1,4,1,centermask,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1082,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.8959102831918454,C,B,B,B,4,4,0,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1083,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.9943143888240887,B,C,C,C,4,4,1,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1084,both,both,B,C,0.0,1,1,1.0,1.0,B,B,B,C,1,4,1,strongblur,centermask,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1089,tcf_only,both,A,B,0.0,1,1,0.0,1.0,A,A,A,A,1,4,0,centermask,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1091,vcf_only,vcf_only,D,B,0.0,0,1,0.0,0.3873283994048091,A,A,A,A,4,4,1,gray,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1092,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.7837086734133237,B,C,C,B,4,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1093,tcf_only,tcf_only,D,C,0.0,1,0,0.11075967927662678,0.0,D,D,D,D,1,4,0,centermask,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1096,vcf_only,vcf_only,A,C,0.0,0,1,0.0,1.0,A,B,B,A,4,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1097,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.7360468204325147,B,B,B,C,4,4,1,gray,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1098,vcf_only,vcf_only,A,C,0.0,0,1,0.0,0.982971649321909,C,B,B,B,4,4,1,gray,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1101,tcf_only,tcf_only,A,A,1.0,1,0,0.051565283292139164,0.0,A,C,A,A,1,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1102,vcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,D,D,C,C,4,4,1,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1103,both,both,A,A,1.0,1,1,0.0,1.0,A,A,A,D,1,4,0,strongblur,centermask,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1104,both,both,B,B,1.0,1,1,0.05989326313257992,0.9486243293134505,B,C,C,C,1,4,1,gray,gray,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1106,vcf_only,vcf_only,A,A,1.0,0,1,0.0,1.0,A,B,B,A,2,2,0,centermask,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1107,both,both,B,D,0.0,1,1,1.0,1.0,B,D,D,D,1,4,1,strongblur,gray,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1109,vcf_only,vcf_only,D,D,1.0,0,1,0.0,1.0,A,A,A,A,4,4,1,strongblur,gray,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1112,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.8200695394235545,C,C,C,B,4,4,1,strongblur,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1113,both,both,C,C,1.0,1,1,0.06459024671408331,1.0,C,B,B,C,1,4,0,strongblur,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1114,tcf_only,tcf_only,A,C,0.0,1,0,0.0,0.0,A,C,C,A,1,3,0,strongblur,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1117,tcf_only,both,C,D,0.0,1,1,0.0,0.3858830210407555,D,D,D,D,3,4,1,gray,gray,C,C,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1118,vcf_only,vcf_only,A,A,1.0,0,1,0.0,0.3925091226124584,C,C,B,B,4,4,1,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1119,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.49714780139865733,B,B,B,B,4,4,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1121,vcf_only,vcf_only,A,D,0.0,0,1,0.0,0.9832623095237384,A,B,B,B,4,4,0,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1122,both,both,A,A,1.0,1,1,0.04722639641487203,0.9642807961081201,A,D,D,D,1,4,1,gray,gray,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1123,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.769734334297994,D,A,A,A,4,4,0,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1124,vcf_only,vcf_only,B,B,1.0,0,1,0.0,0.9412060651233245,C,C,C,C,4,4,1,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1126,vcf_only,vcf_only,D,C,0.0,0,1,0.0,0.2204071533875018,A,B,B,B,4,4,1,gray,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1129,tcf_only,tcf_only,C,A,0.0,1,0,1.0,0.0,C,A,A,B,1,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1131,both,both,C,B,0.0,1,1,0.11301770396066058,0.9979849303433818,C,A,A,A,1,4,1,strongblur,gray,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1132,both,both,B,A,0.0,1,1,0.0,1.0,B,B,B,B,1,4,0,strongblur,centermask,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1133,vcf_only,vcf_only,C,D,0.0,0,1,0.0,1.0,C,B,B,B,4,4,0,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1138,vcf_only,vcf_only,A,C,0.0,0,1,0.0,1.0,A,C,C,C,4,4,0,strongblur,gray,A,A,A,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1143,vcf_only,vcf_only,C,A,0.0,0,1,0.0,1.0,A,B,B,B,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1149,tcf_only,both,C,B,0.0,1,1,1.0,1.0,C,A,B,A,1,3,0,strongblur,gray,C,C,C,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1151,vcf_only,vcf_only,D,D,1.0,0,1,0.0,1.0,D,B,B,D,4,4,0,strongblur,centermask,D,D,D,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1153,tcf_only,tcf_only,A,C,0.0,1,0,0.10807925353706804,0.0,A,A,A,A,1,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1154,tcf_only,tcf_only,C,C,1.0,1,0,0.0851271568827543,0.0,C,C,C,C,2,3,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1157,vcf_only,vcf_only,C,C,1.0,0,1,0.0,1.0,A,A,A,A,4,4,1,strongblur,centermask,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1163,tcf_only,tcf_only,A,C,0.0,1,0,1.0,0.0,A,A,A,A,1,4,0,centermask,centermask,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1164,vcf_only,vcf_only,C,D,0.0,0,1,0.0,0.10626278704195277,B,B,B,B,4,4,1,gray,gray,C,C,C,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1166,vcf_only,vcf_only,C,C,1.0,0,1,0.0,1.0,D,B,B,B,4,4,1,strongblur,gray,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1167,tcf_only,both,A,A,1.0,1,1,0.056627687271680216,0.15460557840784947,A,A,A,A,1,4,0,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1169,tcf_only,both,B,A,0.0,1,1,0.08891463382516074,1.0,B,A,A,A,1,4,1,centermask,gray,B,B,B,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1171,tcf_only,both,A,C,0.0,1,1,0.2093331258000246,0.7958874004528461,A,C,C,C,1,4,1,gray,gray,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1172,vcf_only,vcf_only,D,A,0.0,0,1,0.0,0.9967965832580825,D,B,B,B,4,4,0,strongblur,gray,D,D,D,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1173,tcf_only,both,B,A,0.0,1,1,0.09289061433793955,0.33039277600776823,B,A,A,B,1,2,0,gray,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1174,vcf_only,vcf_only,B,C,0.0,0,1,0.0,1.0,B,B,B,B,4,4,0,strongblur,strongblur,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1177,tcf_only,tcf_only,B,B,1.0,1,0,0.0,0.0,B,B,B,B,2,4,1,centermask,gray,B,B,B,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1178,vcf_only,vcf_only,B,A,0.0,0,1,0.0,1.0,A,A,A,B,2,2,1,strongblur,gray,B,B,B,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1179,tcf_only,both,A,C,0.0,1,1,0.05977484815376277,0.9488237799334827,A,C,C,C,1,4,0,centermask,centermask,A,A,A,0,1,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1182,vcf_only,vcf_only,C,A,0.0,0,1,0.0,0.7809403751056183,B,C,C,C,4,4,1,centermask,centermask,C,C,C,0,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
MMStar,LLaVA-NeXT-8B_Biased_Test,1186,vcf_only,vcf_only,A,B,0.0,0,1,0.0,0.8793735604284575,C,C,C,C,4,4,1,gray,gray,A,A,A,1,0,MCQ,grec_hard_composition_gate,GroundedResidualEnergyCompositionHard,true_mcq_grec_hard,,
